,dialogue_id,turn_id,speaker_role,utterance,dialogue_acts,intents
299,banking_0194,banking_0194_001,Customer,Hi Kathy. This is Julie Williams. I'm calling today because I wanna make a wire transfer.,['InformIntent'],ExternalWireTransfer
300,banking_0194,banking_0194_022,Customer,"And, can you tell me if there's any fees associated with this wire transfer?",['InformIntent'],AskAboutTransferFees
301,banking_0195,banking_0195_001,Customer,"Hi, my friend's daughter is selling girls' scout cookies so I need a little bit of cash for that.",['InformIntent'],FindATM
302,banking_0195,banking_0195_021,Customer,"also, could you tell me what my balance is at the moment?",['InformIntent'],CheckAccountBalance
303,banking_0196,banking_0196_009,Customer,Well unfortunately I'll be switching banks and I no longer need to use this bank.,['InformIntent'],CloseBankAccount
304,banking_0196,banking_0196_031,Customer,Ma'am I'd like to put it in my new account .,['InformIntent'],ExternalWireTransfer
305,banking_0197,banking_0197_001,Customer,"yes, hello Crystal. I would like to update some of my personal information. Basically my address.",['InformIntent'],UpdateStreetAddress
306,banking_0198,banking_0198_001,Customer,Hi. Yes ma'am. I'm calling because I'd like to update some of my personal information.,['InformIntent'],UpdateEmail
307,banking_0200,banking_0200_001,Customer,"yes. Hello. I'm Pauline. I'm a customer with you guys and I have an account there. I actually have a checking account and actually, I'm calling to dispute a charge that I see online can can someone help me with that?",['InformIntent'],DisputeCharge
308,banking_0200,banking_0200_023,Customer,"actually I actually I would like to check my my savings account real quick. I haven't looked at that in a while. Can can you check on that for me real fast, and just tell me what the balance is?",['InformIntent'],CheckAccountBalance
309,banking_0201,banking_0201_001,Customer,"Yes, I need to change some information on my account.",['InformIntent'],UpdateEmail
310,banking_0201,banking_0201_052,Customer,"Yeah, can you tell me my checking and savings account balances?",['InformIntent'],CheckAccountBalance
311,banking_0201,banking_0201_070,Customer,"OK, can I transfer some money while I have ya on the phone?",['InformIntent'],InternalFundsTransfer
312,banking_0201,banking_0201_080,Customer,And what's the updated amount on my checking?,['InformIntent'],CheckAccountBalance
313,banking_0203,banking_0203_017,Customer,"Well yeah, actually, I was kind of interested in seeing how I can I can't put my finger on it, I believe it's called a transfer, oh yeah, an internal transfer. Can you help me with that?",['InformIntent'],InternalFundsTransfer
314,banking_0203,banking_0203_057,Customer,Well yeah I was wondering how soon will I have access to that money? Will that take like is that like three business days? you know I'm kind of new new to doing this internal transfer. How does that work?,['InformIntent'],AskAboutTransferTime
315,banking_0203,banking_0203_077,Customer,Well that's just wonderful! Is that open twenty-four hours? Is only open during the business hours?,['InformIntent'],GetBranchHours
316,banking_0204,banking_0204_001,Customer,Hi Rose. My name is Kim. I need some help with my account today. I would like to actually close it.,['InformIntent'],CloseBankAccount
317,banking_0204,banking_0204_018,Customer,"Right, yes. transfer the balance left. I. I. What I'm what is the balance that's left in there?",['InformIntent'],CheckAccountBalance
318,banking_0204,banking_0204_021,Customer,"OK. Perfect. yes, I'd like to transfer the balance to",['InformIntent'],ExternalWireTransfer
319,banking_0204,banking_0204_022,Customer,To this new checking account. and I have the routing number and the checking account number for them whenever you're ready.,['InformIntent'],ExternalWireTransfer
320,banking_0205,banking_0205_001,Customer,Hi Lars. I need to close my savings account. can you help me with that?,['InformIntent'],CloseBankAccount
321,banking_0206,banking_0206_001,Customer,"Yes, this is Jennifer Johnston. I have a transaction on my account that I didn't make. I just need to check on that, please.",['InformIntent'],DisputeCharge
322,banking_0207,banking_0207_015,Customer,"Yeah. So, I need to find a location that's close to my home.",['InformIntent'],FindBranch
323,banking_0207,banking_0207_029,Customer,"OK. And, how late is that location open? Do you know?",['InformIntent'],GetBranchHours
324,banking_0207,banking_0207_033,Customer,"All right. I'm writing this . And, also could you give me a phone number for that branch too?",['InformIntent'],GetBranchInfo
325,banking_0207,banking_0207_043,Customer,"OK. While you have my account open can you tell just to make sure that I don't have anything pending to come out right now. I just don't want my account to be over drafted, that's all.",[],CheckTransactionHistory
326,banking_0208,banking_0208_001,Customer,Hello Erica. I would like to see what is the nearest branch is?,['InformIntent'],FindBranch
327,banking_0208,banking_0208_003,Customer,"Actually, I changed my mind. I would like some assistant with updating my personal information please.",['InformIntent'],UpdateStreetAddress
328,banking_0209,banking_0209_003,Customer,I think an ATM will work just fine. I just need something. I just need what's the closest to me.,['InformIntent'],FindATM
329,banking_0209,banking_0209_017,Customer,OK is is there a branch nearby?,['InformIntent'],FindBranch
330,banking_0209,banking_0209_023,Customer,and could you really quickly just confirm my balance for me right now?,['InformIntent'],CheckAccountBalance
331,banking_0209,banking_0209_027,Customer,And do you have. Can you see my the balance of my savings account too?,['InformIntent'],CheckAccountBalance
332,banking_0210,banking_0210_003,Customer,"OK so, there's something off on my account balance. Like it is way less than it should be and I I can't figure out why, and I I couldn't get into my my mobile app. so I I that's why I'm calling. I just gotta figure out what's wrong with the account.",['InformIntent'],DisputeCharge
333,banking_0210,banking_0210_042,Customer,"I would like to go ahead. Can we can we lock that? Can we go ahead and just send me a new card because I'm thinking somehow. I mean I've got I've got the card on my person, but I'm unable to use my I couldn't use my card or credentials to get into to my app, and I had that stuff saved so I'm thinking that somehow someone got my password or something.",['InformIntent'],RequestNewCard
334,banking_0211,banking_0211_001,Customer,Yes. I'd like to update my checking account information. Please.,['InformIntent'],UpdateEmail
335,banking_0211,banking_0211_025,Customer,"Oh great. Thank you. Now, one other thing. I would like to close my account. Can you tell me how I can go about doing that?",['InformIntent'],CloseBankAccount
336,banking_0212,banking_0212_004,Customer,OK. I need to complete a wire transfer to send money to my son.,['InformIntent'],ExternalWireTransfer
337,banking_0212,banking_0212_019,Customer,"Yes, please. Also, can you tell me my last transaction?",[],CheckTransactionHistory
338,banking_0213,banking_0213_001,Customer,"Yeah, I'm trying to find and locate a new banking branch. I've moved.",['InformIntent'],FindBranch
339,banking_0214,banking_0214_009,Customer,"Yeah. Well anyway, I actually want to open a new account.",['InformIntent'],OpenBankingAccount
340,banking_0214,banking_0214_056,Customer,So I don't want to close the new account. I want to close an account that's existing that it's just it's just a checking account.,['InformIntent'],CloseBankAccount
341,banking_0214,banking_0214_059,Customer,"Yeah. So it it's an old one that I I had as like the custodial account. So, like, one that I used to have with like on it with me but now they are not on it and I wanna make a brand brand new one.",['InformIntent'],OpenBankingAccount
342,banking_0214,banking_0214_085,Customer,No. I just want to close it.,['InformIntent'],CloseBankAccount
343,banking_0215,banking_0215_012,Customer,well Rose I need some help today please with a transaction. I just opened up my my statement that I got in the mail and there was a charge on there I didn't recognize. So I was wondering if you could help me out with that.,['InformIntent'],DisputeCharge
344,banking_0216,banking_0216_050,Customer,"OK. Yes, but I also noticed something. I have a some charges here on my phone. from from my accounts. You know, I just found out that you guys have been charging me. I don't know what's this charge is all about you know, so can you explain that to me, please?",['InformIntent'],DisputeCharge
345,banking_0217,banking_0217_004,Customer,"Well, my wife got a flat tire and her car got towed to the shop and now I need to move money into her account so she can get it fixed.",['InformIntent'],InternalFundsTransfer
346,banking_0217,banking_0217_022,Customer,How much does she have? Can you tell?,['InformIntent'],CheckAccountBalance
347,banking_0218,banking_0218_002,Customer,"Hi I got a mail this today and It say something about you guys raising the fees, my monthly fee.",['InformIntent'],ReportNotice
348,banking_0219,banking_0219_005,Customer,Mine mine is not so good. I was calling in to ask for my branch. I need. I need to make a deposit.,['InformIntent'],FindBranch
349,banking_0220,banking_0220_001,Customer,"I just got to the bank and it's closed and I need to make a deposit. I need to deposit a check so, I need to know if there's another one open somewhere.",['InformIntent'],FindBranch
350,banking_0221,banking_0221_001,Customer,"Hi Michael, I was calling to check the balance of my account.",['InformIntent'],CheckAccountBalance
351,banking_0222,banking_0222_017,Customer,"Oh yeah I habye bye, I have one more I need help finding the nearest ATM near me. And I also need help finding something that's kind of farther away. If that's possible?",['InformIntent'],FindATM
352,banking_0223,banking_0223_003,Customer,Yes. I'm gonna need to close my savings account. I do wanna keep my checking account but I I need to close the savings account.,['InformIntent'],CloseBankAccount
353,banking_0223,banking_0223_019,Customer,Yes and I'd also like to know what that what that balance was.,['InformIntent'],CheckAccountBalance
354,banking_0224,banking_0224_001,Customer,"hi, I called earlier about my checking account count balance but I forgot to write it down so I'm calling to see about my checking account.",['InformIntent'],CheckAccountBalance
355,banking_0225,banking_0225_021,Customer,Just go ahead and put it all in the money market account. And can you confirm the current total balance on the savings account I'm closing?,['InformIntent'],CheckAccountBalance
356,banking_0226,banking_0226_004,Customer,Mm thank you. And the carrier cannot switch over the number to my new phone. So I had to get a new number. The problem is I used the old I used the old number for security on this account. can you help me with that?,['InformIntent'],UpdatePhoneNumber
357,banking_0227,banking_0227_003,Customer,"I am doing quite well. Thank you. I was calling to see if I could check my savings account balance with you, please?",['InformIntent'],CheckAccountBalance
358,banking_0227,banking_0227_013,Customer,"Well, we moved not too long ago and when I went up to the driver's license place, to change my address up there, they went ahead and changed my license number. You know, over from my social security number to an actual driver's license number. So I'm not sure what you have on file. The original number, it was three four five four six five nine five one.",[],UpdatePhoneNumber
359,banking_0227,banking_0227_037,Customer,"Yes ma'am. Actually could I transfer the, or transfer five hundred dollars from my savings account into my checking account?",['InformIntent'],InternalFundsTransfer
360,banking_0229,banking_0229_001,Customer,"yes, my name is Rick Lawson. I need the, I need the location to some good ATM machines, please.",['InformIntent'],FindATM
361,banking_0229,banking_0229_029,Customer,no. I would like to know what's the withdrawal limit?,['InformIntent'],GetWithdrawalLimit
362,banking_0229,banking_0229_031,Customer,OK. how about cash deposits?,['InformIntent'],AskAboutCashDeposits
363,banking_0231,banking_0231_021,Customer,"OK. That's good because I did lose the card and I haven't been able to find it. So, that will make is so no one can use the card. Is that correct or do I need to go through a whole new process with that?",['InformIntent'],ReportLostStolenCard
364,banking_0232,banking_0232_003,Customer,I I think I lost my card.,['InformIntent'],ReportLostStolenCard
365,banking_0233,banking_0233_015,Customer,"Oh yes. I see it. Thank you. Also, one more thing. I want to dispute a transaction on my account that was made on my credit card.",['InformIntent'],DisputeCharge
366,banking_0234,banking_0234_011,Customer,OK. Oh wow. I want to close my savings account.,['InformIntent'],CloseBankAccount
367,banking_0235,banking_0235_056,Customer,Yes sir. One more thing. I wanna change my email address on my account. That would be all.,['InformIntent'],UpdateEmail
368,banking_0236,banking_0236_035,Customer,I actually am interested in opening a checking account with you guys. I'm trying to open up another account and possibly close my checking account with Chase.,['InformIntent'],OpenBankingAccount
369,banking_0237,banking_0237_001,Customer,Good morning. I'm calling because I want to transfer some money from my checking account to my son's checking account. His truck broke down and I'm out of town.,['InformIntent'],ExternalWireTransfer
370,banking_0237,banking_0237_016,Customer,May I check my balance first?,['InformIntent'],CheckAccountBalance
371,banking_0238,banking_0238_009,Customer,Locations do you have close to my house?,['InformIntent'],FindBranch
372,banking_0238,banking_0238_017,Customer,OK. Phone number please.,[],GetBranchInfo
373,banking_0238,banking_0238_026,Customer,OK well then can you give me the balance on my checking and savings account?,['InformIntent'],CheckAccountBalance
374,banking_0238,banking_0238_056,Customer,OK what's your main branch address then?,['InformIntent'],GetBranchInfo
375,banking_0239,banking_0239_001,Customer,"Hi, I just recently moved to Kansas City and I'm trying to find a banking branch nearby. Could you help me with that?",['InformIntent'],FindBranch
376,banking_0239,banking_0239_025,Customer,"OK, I won't be able to do that. I just I just have one more really quick question if you don't mind. I just wanted to know, does that Runner Road location have an actual drive-through?",['InformIntent'],GetBranchInfo
377,banking_0240,banking_0240_003,Customer,Oh I'm good I just have to do a few changes on my account.,['InformIntent'],UpdatePhoneNumber
378,banking_0241,banking_0241_001,Customer,Hello. I'd like assistance in making a wire transfer.,['InformIntent'],ExternalWireTransfer
379,banking_0242,banking_0242_026,Customer,Yeah but before we do that I think what I wanna do is I want to close my other checking account. I just never use it and you know my husband is always bothering me to to why do I have this account so why don't I go ahead and close that account? right now.,['InformIntent'],CloseBankAccount
380,banking_0243,banking_0243_001,Customer,Yes and my AJ and I'm trying to figure out where's the nearest branch in my area?,['InformIntent'],FindBranch
381,banking_0244,banking_0244_001,Customer,"Yes, hello Laurie. I'm calling because I really need to find a branch and I'm a little frustrated. And I do apologize about this.",['InformIntent'],FindBranch
382,banking_0244,banking_0244_013,Customer,"OK. since today is Tuesday, I don't know if I'll be able to get to either one of those branches before Friday or Saturday. Are you guys actually open on the weekends?",['InformIntent'],GetBranchHours
383,banking_0244,banking_0244_024,Customer,OK. And just in case for some reason I need to contact the actual branch can you give me the phone number?,['InformIntent'],GetBranchInfo
384,banking_0245,banking_0245_002,Customer,I would like to a stolen card.,['InformIntent'],ReportLostStolenCard
385,banking_0245,banking_0245_020,Customer,I'll also like to change the email address.,['InformIntent'],UpdateEmail
386,banking_0246,banking_0246_025,Customer,OK. That one is a little bit further can you give me one more?,['InformIntent'],FindBranch
387,banking_0246,banking_0246_031,Customer,"All right. And by the way, what's the balance on my savings account?",['InformIntent'],CheckAccountBalance
388,banking_0247,banking_0247_001,Customer,"yes, this is Will Preston, and I need to locate a close ATM.",['InformIntent'],FindATM
389,banking_0247,banking_0247_009,Customer,"OK, that's better does it have an ATM located at the branch?",['InformIntent'],GetBranchInfo
390,banking_0247,banking_0247_013,Customer,"Can you check my checking account balance for me, please?",['InformIntent'],CheckAccountBalance
391,banking_0248,banking_0248_001,Customer,"Hi, I would like to make a wire transfer.",['InformIntent'],ExternalWireTransfer
392,banking_0249,banking_0249_003,Customer,I'd like to transfer some funds between my checking account and my savings account.,['InformIntent'],InternalFundsTransfer
393,banking_0249,banking_0249_021,Customer,Yes. that's that's a good idea. What is my. Before I make the transfer. What is the current balance on my checking account.,['InformIntent'],CheckAccountBalance
394,banking_0249,banking_0249_031,Customer,The no that sounds pretty simple too and thank you for that information. Let me could you verify or verify could you tell me what is the closest branch to where I live?,['InformIntent'],FindBranch
395,banking_0250,banking_0250_001,Customer,"Yes. I need to speak to someone about. Well, I've lost my debit card.",['InformIntent'],ReportLostStolenCard
396,banking_0250,banking_0250_060,Customer,OK. So I'm gonna update my new address then.,['InformIntent'],UpdateStreetAddress
397,banking_0254,banking_0254_014,Customer,"well I need your help today please, Rose. I need to make a wire transfer to my friend's account please.",['InformIntent'],ExternalWireTransfer
398,banking_0254,banking_0254_045,Customer,"Yeah, if we can update that while I have you if that would be OK to my my new address.",['InformIntent'],UpdateStreetAddress
399,banking_0254,banking_0254_071,Customer,"while I have you, I'd also like to close my savings account.",['InformIntent'],CloseBankAccount
400,banking_0255,banking_0255_001,Customer,"yes, my name is John Meadows. And I'm currently a customer and I'd like to I recently moved. And I'd like to check on the nearest branch.",['InformIntent'],FindBranch
401,banking_0255,banking_0255_003,Customer,OK. I'm My new address is seven. And. And if you could update my.,['InformIntent'],UpdateStreetAddress
402,banking_0255,banking_0255_035,Customer,"OK, great. the You know, I'd like to set up an online banking option, also. This way, in case I can't go to the branch, or. Or meet one of those hours.",['InformIntent'],SetUpOnlineBanking
403,banking_0255,banking_0255_038,Customer,"Could you do one and a last thing for me, please. the balance in my checking account?",['InformIntent'],CheckAccountBalance
404,banking_0256,banking_0256_001,Customer,"Hi, I need to do a wire transfer.",['InformIntent'],ExternalWireTransfer
405,banking_0256,banking_0256_055,Customer,Do I have any money in my savings account?,[],CheckAccountBalance
406,banking_0256,banking_0256_057,Customer,"OK, can we transfer money from my savings account to my checking then?",['InformIntent'],InternalFundsTransfer
407,banking_0256,banking_0256_073,Customer,Can I close my savings account and transfer the remaining balance from my savings account into my checking account?,['InformIntent'],CloseBankAccount
408,banking_0257,banking_0257_000,Customer,"Hi, I was just calling to ask a question about my bank account. I received this notice in the mail that there had been a a change that I wasn't expecting.",['InformIntent'],DisputeCharge
409,banking_0257,banking_0257_026,Customer,Well if that's the case can you possibly give me more information on the on opening a savings account with the bank?,['InformIntent'],OpenBankingAccount
410,banking_0258,banking_0258_054,Customer,"Yes, that's all correct. Will there be a fee for this wire transfer?",['InformIntent'],AskAboutTransferFees
411,banking_0259,banking_0259_001,Customer,I would like to report a stolen card. A man snatched my purse out of my hand and managed to find my credit card. Then he ran off with it.,['InformIntent'],ReportLostStolenCard
412,banking_0259,banking_0259_027,Customer,How long does it take to get a new credit card delivered to your to you via in?,['InformIntent'],AskAboutCardArrival
413,banking_0260,banking_0260_056,Customer,A matter of fact there is. I would like to update my email address information please.,['InformIntent'],UpdateEmail
414,banking_0261,banking_0261_001,Customer,"Hello, this is Rod Curtaine and I would like some information on my account balance.",['InformIntent'],CheckAccountBalance
415,banking_0262,banking_0262_005,Customer,I know there's a charge on my travel card but I'm not sure where where it came from? And I don't want it I don't want it there.,['InformIntent'],DisputeCharge
416,banking_0262,banking_0262_034,Customer,Yes. Can you tell me how much money is in the account associated with my card?,['InformIntent'],CheckAccountBalance
417,banking_0263,banking_0263_001,Customer,"Hi, yes, I was calling because there was a transaction on my account that I don't believe I made.",['InformIntent'],DisputeCharge
418,banking_0264,banking_0264_001,Customer,yes hi. I just got a notice in the mail. I'm just checking to see what it's about.,[],ReportNotice
419,banking_0264,banking_0264_031,Customer,"Yes, and by the way can I transfer money from my checking to my savings if that's possible?",['InformIntent'],InternalFundsTransfer
420,banking_0265,banking_0265_001,Customer,Yes. Hi there. I would like to see if I can get another card.,['InformIntent'],RequestNewCard
421,banking_0265,banking_0265_005,Customer,I believe I misplaced it.,[],ReportLostStolenCard
422,banking_0266,banking_0266_063,Customer,"Yes. And when will this be. And when will this be closed, and when will my transfer go through?",['InformIntent'],AskAboutTransferTime
423,banking_0267,banking_0267_001,Customer,"Yes, hey Jerry, my name is Evelyn Richards and I am calling because I need to change my phone number.",['InformIntent'],UpdatePhoneNumber
424,banking_0267,banking_0267_035,Customer,"Yes, there is. I'd like to know if there are any ATMs near me.",['InformIntent'],FindATM
425,banking_0267,banking_0267_050,Customer,"OK, well I really do appreciate that. Now do they accept cash deposits?",['InformIntent'],AskAboutCashDeposits
426,banking_0268,banking_0268_003,Customer,I'm doing all right. I'm calling today because I need to I need to close an account. I'm looking to close my savings account with you guys. and transfer the funds into my checking account please.,['InformIntent'],CloseBankAccount
427,banking_0269,banking_0269_003,Customer,I wanna move money from one account to another. Is this something Intel does over the phone?,['InformIntent'],ExternalWireTransfer
428,banking_0270,banking_0270_002,Customer,Hey Susan. I I I moved and I gotta tell you where. you know. I moved my address. My address changed.,['InformIntent'],UpdateStreetAddress
429,banking_0270,banking_0270_020,Customer,Such a frustration and so I know I hate. You know I got you on the phone. I wonder if we could get a bank. My bank balance. My my credit card. My not credit card. My checking account balance.,['InformIntent'],CheckAccountBalance
430,banking_0271,banking_0271_001,Customer,"Yes, I like to make simply make a wire, wire transfer today. I need to transfer some money.",['InformIntent'],ExternalWireTransfer
431,banking_0271,banking_0271_063,Customer,Fine. Can you could I go ahead and transfer some of my savings to my checking?,['InformIntent'],InternalFundsTransfer
432,banking_0272,banking_0272_001,Customer,"Hello this is Charlene speaking, and I have an issue regarding my address since I just recently moved and my mail keeps being sent to my old mail whereas I'm at a new place right now.",['InformIntent'],UpdateStreetAddress
433,banking_0273,banking_0273_037,Customer,"Yes. Can I check my saving account, please?",['InformIntent'],CheckAccountBalance
434,banking_0275,banking_0275_001,Customer,"Hello, I'm trying to see why there are some charges on my account that I know nothing about. I'm trying to understand what that's for and if you can help me with any information that'll be great. I believe that they are on my travel credit card.",['InformIntent'],DisputeCharge
435,banking_0275,banking_0275_003,Customer,Yes my traveler's card. Yes I thought I lost that. I lost my card but I found it. But there are charges that I do not recognize. Also can I have my last two transactions?,['InformIntent'],CheckTransactionHistory
436,banking_0276,banking_0276_002,Customer,"I'm Jim Andrews. I'm calling I, I, I'm having a transaction dispute. .",['InformIntent'],DisputeCharge
437,banking_0277,banking_0277_003,Customer,"Actually it's me and my me me and my friends where having a little guys weekend and we went away to Atlantic City. Having fun in the sun, own the beach, toes in the sand you know at the casino, gambling, living it up. Having a good time. And I lost my travel card.",['InformIntent'],ReportLostStolenCard
438,banking_0277,banking_0277_093,Customer,once I I realized this had happened last night have been easier if I did online banking would I have go online and cancel this right away or.,['InformIntent'],SetUpOnlineBanking
439,banking_0278,banking_0278_001,Customer,yes I'm calling to check to check on my savings account.,['InformIntent'],CheckAccountBalance
440,banking_0278,banking_0278_033,Customer,Yes I wanted to know about a new savings account.,['InformIntent'],OpenBankingAccount
441,banking_0278,banking_0278_045,Customer,Yes my savings. I don't know how much I have in there at the time.,[],CheckAccountBalance
442,banking_0280,banking_0280_031,Customer,"I have some questions. Is there a fee I have to pay for international wire transfers? And if there is a fee, how much is it?",['InformIntent'],AskAboutTransferFees
443,banking_0281,banking_0281_039,Customer,Is there any way I can get my account balance?,['InformIntent'],CheckAccountBalance
444,banking_0282,banking_0282_001,Customer,Hi Rose my name is Kim and I am calling to check my account balance please.,['InformIntent'],CheckAccountBalance
445,banking_0283,banking_0283_001,Customer,"yeah hi, good evening. I was interested in doing a wire transfer. Can you assist me with that tonight?",['InformIntent'],ExternalWireTransfer
446,banking_0283,banking_0283_027,Customer,yeah I was interested in doing setting up for the online banking. How does that work?,['InformIntent'],SetUpOnlineBanking
447,banking_0283,banking_0283_031,Customer,"Oh that's just wonderful, thank you so much for explaining that for me. can you by chance is there a local branch that has twenty-four hour ATM services near my home?",['InformIntent'],FindBranch
448,banking_0283,banking_0283_037,Customer,Oh yeah that was it Can you also verify the store hours or the branch hours as well?,['InformIntent'],GetBranchHours
449,banking_0284,banking_0284_001,Customer,Hi! I'm and I was requesting if I could get some help in a wire transfer.,['InformIntent'],ExternalWireTransfer
450,banking_0285,banking_0285_001,Customer,yes I actually need to report my card stolen.,['InformIntent'],ReportLostStolenCard
451,banking_0285,banking_0285_028,Customer,"OK. I would actually like to go to one of the physical locations, can you tell me what location is closest to my residence?",['InformIntent'],FindBranch
452,banking_0286,banking_0286_021,Customer,OK. Can we close that account and just transfer the money over to my active account?,['InformIntent'],InternalFundsTransfer
453,banking_0287,banking_0287_001,Customer,Yeah. I'm looking to find an Intellibank branch.,['InformIntent'],FindBranch
454,banking_0287,banking_0287_007,Customer,I got this email saying there was some information that I should look into I'm not really sure what it's saying though. So I just wanted to talk to someone in person about it.,[],ReportNotice
455,banking_0288,banking_0288_026,Customer,"Yeah, if you can find one close to my house, that'd be perfect.",['InformIntent'],FindBranch
456,banking_0290,banking_0290_003,Customer,I'm just calling to set up a new account with you guys.,['InformIntent'],OpenBankingAccount
457,banking_0291,banking_0291_044,Customer,You know I don't think so you know Let me see here. Let me look at me list. Oh Is there parking near the branch or is that something because I know with Britain you have to park on the streets. Am I going to have to pay to park to go in there?,['InformIntent'],GetBranchInfo
458,banking_0296,banking_0296_001,Customer,"This is Jennifer Johnson. I just got this notice in the mail regarding a problem with my account. I don't know what's going on with that and I want to see if you can help me with that, please.",['InformIntent'],ReportNotice
459,banking_0297,banking_0297_012,Customer,yeah it says something about raising your ATM fees again.,[],ReportNotice
460,banking_0297,banking_0297_016,Customer,Well this is ridiculous. You guys have raised your fees more than once this year. I'm not paying for this. I wanna close my accounts.,['InformIntent'],CloseBankAccount
461,banking_0298,banking_0298_005,Customer,"Yeah. So, last night me and my friends we went out. We went out to our favorite restaurant and dinner and of course naturally we were having a lot of drinks. And somehow some way, when I got up this morning and I was getting everything situated. I went to go to the gas station to get gas in my car and I realized my card is gone card.",['InformIntent'],ReportLostStolenCard
462,banking_0299,banking_0299_007,Customer,"OK. Well in my eyes, you're Intellibank, so so all right so I I have major problem. am from the Philadelphia area. I am traveling out of town. I'm in Nashville and I need a actual bank location so I can go. I have some banking things I need to take care of. Some deposits, withdrawals, some checks, and I I just have a lot of situations I need to take care of in person not you know at an ATM or whatever. So is there a local bank to my location? I'm having trouble finding one.",['InformIntent'],FindBranch
463,banking_0299,banking_0299_038,Customer,that will be perfect because I'm staying not too far from there. Actually right now I'm not too far from there. And I can like what are the hours today? You said they open at seven are they still open right now?,['InformIntent'],GetBranchHours
464,banking_0300,banking_0300_001,Customer,"Oh! Yes. Hi, my name is Beach. do you guys have any banking branch nearby? I called earlier today.",['InformIntent'],FindBranch
465,banking_0300,banking_0300_050,Customer,"so, what about the branch hours are they open twenty-four hours or?",['InformIntent'],GetBranchHours
466,banking_0300,banking_0300_052,Customer,OK. And the lobby is open twenty-four hours?,['InformIntent'],GetBranchHours
467,banking_0300,banking_0300_054,Customer,But the branch closes at five?,[],GetBranchHours
468,banking_0301,banking_0301_009,Customer,"yeah, I want to report a stolen card.",['InformIntent'],ReportLostStolenCard
469,banking_0302,banking_0302_001,Customer,yes I'm wanting some information about your savings account interest.,['InformIntent'],CheckAccountInterestRate
470,banking_0302,banking_0302_003,Customer,was thinking about opening a savings account and I was wanting to know the interest rate rate that was paid.,['InformIntent'],OpenBankingAccount
471,banking_0302,banking_0302_007,Customer,Oh. OK. Well. I think I'll pass on that Can I get you to check the balance of my checking account for me please?,['InformIntent'],CheckAccountBalance
472,banking_0302,banking_0302_029,Customer,Well I might need to order some checks pretty soon.,[],OrderChecks
473,banking_0303,banking_0303_001,Customer,Yes. My name is Jimmy Watkins and I would like to open account.,['InformIntent'],OpenBankingAccount
474,banking_0303,banking_0303_002,Customer,And at the same time I want to dispute a. A transaction I noticed on my. One of my accounts.,['InformIntent'],DisputeCharge
475,banking_0304,banking_0304_003,Customer,I gotta get my grandma some money.,[],ExternalWireTransfer
476,banking_0305,banking_0305_001,Customer,"How may you help me? Do you know how long I've been trying to get you guys on the phone? I mean that's not right, I mean if you guys don't know that this this this the kind of thing that makes people get angry. If you know you want to work at the bank and you want to keep our money. You make yourself available and and and and Oh right now I'm not really in a good mood to like talk because right now I'm so so so angry. The last bank I did my transaction with was crazy. I mean, you know, you why you'd? You know what? This is a new bank, right? Let me see what you guys got. I want to open an account with you people. How do I go about that, please?",['InformIntent'],OpenBankingAccount
477,banking_0306,banking_0306_010,Customer,"well I was calling because I was looking on my account earlier today and I've and maybe I'm just like overthinking it but I seen a transaction that I I didn't recognize and you know I was I was out of town last week so I think like maybe it's possible that like I used it my card or something and I couldn't remember. I don't know but I just feel like it's not something that I had you know something that I had done so, I don't know, I was just hoping that maybe you could give me some insight as to like what this transaction was.",['InformIntent'],DisputeCharge
478,banking_0307,banking_0307_005,Customer,actually I just moved into town and I'm having a hard time locating a ATM. for. For whatever reason I just can't find one.,['InformIntent'],FindATM
479,banking_0307,banking_0307_038,Customer,OK. What if I use a different ATM? What are your fees?,['InformIntent'],AskAboutATMFees
480,banking_0307,banking_0307_045,Customer,"Actually, yes. Could you please check the balance on my account?",['InformIntent'],CheckAccountBalance
481,banking_0308,banking_0308_003,Customer,"I I need to check my account balance of my checking account, please.",['InformIntent'],CheckAccountBalance
482,banking_0308,banking_0308_020,Customer,OK. could you direct me to the closest branch near my address?,['InformIntent'],FindBranch
483,banking_0308,banking_0308_028,Customer,OK. That sounds great. can you tell me what the hours of the branch is and what days they are open?,['InformIntent'],GetBranchHours
484,banking_0310,banking_0310_001,Customer,"Yes, hi Jerry. my name is Evelyn Richards and I'm calling because I lost my card.",['InformIntent'],ReportLostStolenCard
485,banking_0310,banking_0310_033,Customer,OK. I appreciate that. And I wanted to also update my number.,['InformIntent'],UpdatePhoneNumber
486,banking_0310,banking_0310_052,Customer,Yes there is. I would also like to open a savings account.,['InformIntent'],OpenBankingAccount
487,banking_0311,banking_0311_001,Customer,"yes. I need to get the balance of my account. you know what? Never mind, I don't need that. I'm at a hotel downtown and I don't want them to use my debit card. because they might lock it up. Can you help me with some nearby ATM machine please?",['InformIntent'],FindATM
488,banking_0312,banking_0312_007,Customer,OK. Alright. I guess that's true. The reason that I'm calling is that I recently had some work done on my car and I need to transfer the money from my savings account to the mechanics account who's also at this bank.,['InformIntent'],InternalFundsTransfer
489,banking_0315,banking_0315_041,Customer,yes. I would like to know what would be the balance on my savings account once the checking account balance is transferred. What would that be?,['InformIntent'],CheckAccountBalance
